event_id,location,date,elevation_m,avg_slope_deg,distance_to_stream_m,drainage_capacity_index,rainfall_1h_mm,rainfall_24h_mm,soil_moisture_pct,pore_water_pressure_kpa,vibration_index,incident_type,hazard_occurred
EV-SYN-NEG-158,Himalayan Catchment Node 3,2022-05-10,2016.1,37.1,113.6,0.82,14.5,44.3,45.2,6.3,0.063,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-159,Himalayan Catchment Node 4,2022-05-10,2397.9,32.8,77.5,0.75,3.0,35.1,38.4,7.5,0.014,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-160,Himalayan Catchment Node 5,2022-05-10,1852.4,22.2,260.5,0.75,13.7,4.6,35.6,5.4,0.043,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-161,Himalayan Catchment Node 6,2022-05-10,2733.9,40.2,339.6,0.75,8.3,41.4,42.8,7.4,0.088,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-162,Himalayan Catchment Node 7,2022-05-10,1629.5,22.4,332.5,0.62,6.0,44.0,49.3,8.4,0.075,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-163,Himalayan Catchment Node 8,2022-05-10,2291.8,30.2,381.5,0.63,2.9,35.4,44.4,6.1,0.012,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-164,Himalayan Catchment Node 9,2022-05-10,2748.1,37.7,54.0,0.84,7.9,10.6,43.2,7.8,0.059,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-165,Himalayan Catchment Node 10,2022-05-10,2310.6,41.1,68.1,0.75,15.5,8.1,47.0,7.3,0.046,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-166,Himalayan Catchment Node 11,2022-05-10,1546.0,18.6,352.9,0.61,5.2,39.2,41.9,7.5,0.033,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-167,Himalayan Catchment Node 12,2022-05-10,3032.2,31.9,250.1,0.82,0.2,30.3,17.1,2.6,0.036,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-168,Himalayan Catchment Node 1,2022-05-10,2566.8,23.3,173.5,0.62,13.2,18.2,17.7,3.2,0.036,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-169,Himalayan Catchment Node 2,2022-05-10,1931.4,26.7,289.9,0.52,6.7,42.5,40.7,6.8,0.067,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-170,Himalayan Catchment Node 3,2022-05-10,2852.1,20.4,196.4,0.54,5.0,12.4,32.3,6.4,0.016,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-171,Himalayan Catchment Node 4,2022-05-10,3335.5,29.0,112.8,0.54,7.3,33.2,43.2,6.1,0.041,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-172,Himalayan Catchment Node 5,2022-05-10,1651.7,25.7,142.5,0.67,4.8,12.9,41.3,8.1,0.064,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-173,Himalayan Catchment Node 6,2022-05-10,3293.1,17.1,76.5,0.6,1.7,27.0,39.9,6.6,0.034,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-174,Himalayan Catchment Node 7,2022-05-10,1752.0,15.4,387.8,0.74,12.7,27.5,27.5,3.5,0.064,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-175,Himalayan Catchment Node 8,2022-05-10,1433.0,38.4,381.4,0.55,17.0,33.1,50.3,6.1,0.063,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-176,Himalayan Catchment Node 9,2022-05-10,2097.9,33.9,288.0,0.51,10.5,11.4,33.0,6.5,0.046,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-177,Himalayan Catchment Node 10,2022-05-10,2679.4,37.7,116.0,0.84,1.8,0.4,32.3,3.5,0.077,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-178,Himalayan Catchment Node 11,2022-05-10,1769.2,39.7,201.9,0.65,13.0,0.4,38.6,6.2,0.067,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-179,Himalayan Catchment Node 12,2022-05-10,1401.1,21.5,299.9,0.57,15.8,33.2,15.5,1.9,0.029,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-180,Himalayan Catchment Node 1,2022-05-10,1337.6,22.3,136.6,0.66,13.2,27.3,41.9,4.5,0.096,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-181,Himalayan Catchment Node 2,2022-05-10,3010.6,37.6,331.8,0.83,9.8,9.0,39.7,6.9,0.076,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-182,Himalayan Catchment Node 3,2022-05-10,2016.4,29.1,74.0,0.82,10.5,24.2,25.8,3.5,0.091,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-183,Himalayan Catchment Node 4,2022-05-10,2199.6,33.0,325.6,0.72,4.5,31.7,32.1,4.6,0.068,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-184,Himalayan Catchment Node 5,2022-05-10,3014.4,40.3,72.4,0.6,8.0,1.0,27.0,4.1,0.015,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-185,Himalayan Catchment Node 6,2022-05-10,1431.9,28.3,374.5,0.77,7.4,29.5,25.4,2.9,0.024,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-186,Himalayan Catchment Node 7,2022-05-10,2661.3,16.9,115.0,0.81,14.7,30.8,19.4,2.5,0.038,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-187,Himalayan Catchment Node 8,2022-05-10,2378.2,21.7,230.3,0.62,6.4,37.3,46.6,6.1,0.092,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-188,Himalayan Catchment Node 9,2022-05-10,1979.7,40.7,164.4,0.68,16.9,39.4,19.1,2.7,0.06,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-189,Himalayan Catchment Node 10,2022-05-10,3089.4,28.6,117.9,0.74,15.1,38.6,44.9,6.5,0.065,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-190,Himalayan Catchment Node 11,2022-05-10,1594.4,19.3,285.8,0.74,4.1,5.3,21.6,2.2,0.075,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-191,Himalayan Catchment Node 12,2022-05-10,1555.0,34.8,230.2,0.53,0.3,7.5,50.6,6.3,0.042,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-192,Himalayan Catchment Node 1,2022-05-10,2342.3,17.8,127.8,0.71,4.4,2.6,30.6,3.8,0.03,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-193,Himalayan Catchment Node 2,2022-05-10,2425.1,40.9,265.7,0.65,7.7,24.3,42.9,7.3,0.025,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-194,Himalayan Catchment Node 3,2022-05-10,3115.2,28.5,194.2,0.72,9.6,5.2,39.2,4.4,0.04,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-195,Himalayan Catchment Node 4,2022-05-10,1653.8,18.9,292.2,0.64,16.1,9.2,35.3,5.0,0.012,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-196,Himalayan Catchment Node 5,2022-05-10,2243.4,36.4,74.2,0.7,11.3,31.0,25.1,2.5,0.075,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-197,Himalayan Catchment Node 6,2022-05-10,3007.1,29.5,342.6,0.8,8.7,15.0,46.7,6.8,0.027,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-198,Himalayan Catchment Node 7,2022-05-10,2225.9,38.1,358.9,0.53,7.0,36.2,51.1,6.1,0.016,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-199,Himalayan Catchment Node 8,2022-05-10,2391.9,38.7,186.3,0.84,1.2,29.2,18.0,2.5,0.082,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-200,Himalayan Catchment Node 9,2022-05-10,2429.9,26.7,399.0,0.61,4.0,15.8,29.9,3.2,0.043,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-201,Himalayan Catchment Node 10,2022-05-10,2644.8,27.5,303.0,0.75,0.2,9.8,41.5,6.2,0.01,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-202,Himalayan Catchment Node 11,2022-05-10,2406.5,36.7,320.5,0.52,13.8,26.3,46.3,8.1,0.082,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-203,Himalayan Catchment Node 12,2022-05-10,2676.5,29.0,99.1,0.72,13.4,7.6,22.8,4.3,0.077,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-204,Himalayan Catchment Node 1,2022-05-10,2513.7,39.5,315.6,0.73,16.0,26.0,40.3,4.7,0.053,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-205,Himalayan Catchment Node 2,2022-05-10,1645.0,34.3,144.8,0.61,4.3,9.7,32.0,6.1,0.056,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-206,Himalayan Catchment Node 3,2022-05-10,2731.5,20.1,76.9,0.63,14.8,29.7,46.8,6.0,0.072,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-207,Himalayan Catchment Node 4,2022-05-10,2600.0,22.1,378.7,0.61,4.9,8.6,42.8,5.2,0.064,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-208,Himalayan Catchment Node 5,2022-05-10,2992.9,22.1,281.7,0.77,13.7,8.4,18.5,3.1,0.043,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-209,Himalayan Catchment Node 6,2022-05-10,1771.1,26.7,60.9,0.51,15.8,11.0,37.3,3.9,0.07,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-210,Himalayan Catchment Node 7,2022-05-10,3153.9,23.7,364.3,0.61,16.2,44.8,48.0,8.9,0.032,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-211,Himalayan Catchment Node 8,2022-05-10,1408.8,30.6,73.5,0.85,5.9,33.7,47.3,8.8,0.1,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-212,Himalayan Catchment Node 9,2022-05-10,2104.6,21.5,64.1,0.55,0.4,16.2,46.3,7.3,0.038,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-213,Himalayan Catchment Node 10,2022-05-10,1231.6,32.7,131.2,0.77,11.2,34.3,16.6,3.0,0.066,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-214,Himalayan Catchment Node 11,2022-05-10,3101.8,30.2,268.6,0.71,10.5,44.6,45.3,6.5,0.074,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-215,Himalayan Catchment Node 12,2022-05-10,2513.1,25.5,130.1,0.82,16.7,15.4,36.1,4.4,0.1,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-216,Himalayan Catchment Node 1,2022-05-10,2969.7,41.5,277.3,0.75,10.7,2.4,33.2,5.6,0.071,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-217,Himalayan Catchment Node 2,2022-05-10,1568.2,25.1,379.6,0.68,12.4,31.4,40.9,5.2,0.024,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-218,Himalayan Catchment Node 3,2022-05-10,1594.6,32.2,259.8,0.75,8.2,30.0,48.5,5.7,0.012,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-219,Himalayan Catchment Node 4,2022-05-10,2739.2,36.0,263.4,0.79,14.5,43.2,36.4,5.4,0.046,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-220,Himalayan Catchment Node 5,2022-05-10,1809.4,19.1,250.4,0.82,10.5,26.7,29.2,3.1,0.013,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-221,Himalayan Catchment Node 6,2022-05-10,2535.1,26.4,79.6,0.81,15.9,29.7,23.4,4.4,0.09,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-222,Himalayan Catchment Node 7,2022-05-10,1830.3,20.3,308.1,0.78,18.0,1.4,50.9,8.3,0.098,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-223,Himalayan Catchment Node 8,2022-05-10,1337.3,27.6,346.6,0.62,1.2,43.9,47.7,8.8,0.094,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-224,Himalayan Catchment Node 9,2022-05-10,1356.3,17.3,185.0,0.57,4.1,21.1,25.7,2.8,0.025,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-225,Himalayan Catchment Node 10,2022-05-10,2870.4,19.0,390.6,0.84,7.9,12.5,46.9,6.2,0.037,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-226,Himalayan Catchment Node 11,2022-05-10,1764.2,21.3,95.4,0.62,12.1,2.8,23.4,4.2,0.023,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-227,Himalayan Catchment Node 12,2022-05-10,1540.8,24.3,352.6,0.53,8.7,13.6,37.5,6.8,0.022,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-228,Himalayan Catchment Node 1,2022-05-10,1517.0,30.7,226.9,0.72,4.9,22.0,18.3,2.7,0.038,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-229,Himalayan Catchment Node 2,2022-05-10,2120.9,37.2,69.9,0.66,13.1,25.8,41.7,7.4,0.088,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-230,Himalayan Catchment Node 3,2022-05-10,3048.2,23.5,238.3,0.85,16.0,16.7,22.8,3.4,0.077,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-231,Himalayan Catchment Node 4,2022-05-10,3044.1,28.3,219.1,0.63,15.5,18.3,28.1,4.1,0.079,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-232,Himalayan Catchment Node 5,2022-05-10,3293.2,18.4,118.7,0.56,10.2,26.1,34.6,5.7,0.031,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-233,Himalayan Catchment Node 6,2022-05-10,2655.7,29.9,180.3,0.55,10.3,8.3,26.1,3.2,0.026,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-234,Himalayan Catchment Node 7,2022-05-10,3239.7,37.3,150.0,0.84,10.3,6.4,30.0,5.4,0.043,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-235,Himalayan Catchment Node 8,2022-05-10,3059.3,17.3,244.9,0.78,3.2,30.3,23.8,2.9,0.089,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-236,Himalayan Catchment Node 9,2022-05-10,1201.4,21.7,142.1,0.8,14.3,28.2,45.0,5.2,0.051,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-237,Himalayan Catchment Node 10,2022-05-10,2269.5,24.5,82.8,0.82,0.7,13.1,23.3,2.9,0.092,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-238,Himalayan Catchment Node 11,2022-05-10,2873.3,27.6,213.2,0.55,8.8,19.3,38.9,7.8,0.079,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-239,Himalayan Catchment Node 12,2022-05-10,1575.6,25.7,339.6,0.51,3.7,15.3,35.4,5.7,0.092,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-240,Himalayan Catchment Node 1,2022-05-10,1310.5,28.8,225.4,0.51,9.9,19.7,48.6,5.6,0.012,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-241,Himalayan Catchment Node 2,2022-05-10,1309.2,27.1,133.1,0.75,2.0,27.4,26.2,3.1,0.044,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-242,Himalayan Catchment Node 3,2022-05-10,2851.7,36.6,187.2,0.54,13.9,10.7,42.1,6.6,0.094,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-243,Himalayan Catchment Node 4,2022-05-10,1242.1,25.5,73.2,0.79,9.4,34.9,24.4,3.3,0.013,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-244,Himalayan Catchment Node 5,2022-05-10,3253.1,41.0,283.8,0.59,11.0,30.5,27.7,5.1,0.095,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-245,Himalayan Catchment Node 6,2022-05-10,1810.4,38.9,308.7,0.6,17.3,0.5,43.6,7.4,0.066,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-246,Himalayan Catchment Node 7,2022-05-10,1947.9,41.7,159.2,0.53,8.0,11.7,28.7,5.3,0.094,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-247,Himalayan Catchment Node 8,2022-05-10,3243.0,20.0,180.4,0.52,1.7,7.3,38.8,4.5,0.097,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-248,Himalayan Catchment Node 9,2022-05-10,1742.6,27.1,225.5,0.66,11.9,33.8,45.2,7.1,0.091,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-249,Himalayan Catchment Node 10,2022-05-10,1322.3,37.1,315.0,0.5,3.8,29.9,31.4,4.4,0.09,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-250,Himalayan Catchment Node 11,2022-05-10,1890.5,39.2,368.2,0.74,4.9,8.6,22.4,3.0,0.049,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-251,Himalayan Catchment Node 12,2022-05-10,2816.8,37.4,92.0,0.69,5.2,22.2,27.0,4.3,0.049,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-252,Himalayan Catchment Node 1,2022-05-10,2402.7,19.4,90.8,0.82,6.2,33.0,41.3,8.0,0.084,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-253,Himalayan Catchment Node 2,2022-05-10,3176.5,30.3,280.0,0.64,5.9,0.5,48.1,8.7,0.019,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-254,Himalayan Catchment Node 3,2022-05-10,1461.2,30.6,212.4,0.84,3.9,3.0,38.8,6.7,0.013,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-255,Himalayan Catchment Node 4,2022-05-10,1427.2,32.8,236.3,0.56,10.2,13.3,52.5,9.6,0.099,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-256,Himalayan Catchment Node 5,2022-05-10,2148.7,22.0,389.4,0.62,0.9,2.4,42.7,6.2,0.03,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-257,Himalayan Catchment Node 6,2022-05-10,2470.8,31.6,138.5,0.63,14.8,36.9,34.1,4.6,0.043,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-258,Himalayan Catchment Node 7,2022-05-10,1659.9,36.8,164.9,0.53,8.4,21.7,48.6,5.9,0.044,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-259,Himalayan Catchment Node 8,2022-05-10,2046.1,36.8,338.3,0.66,5.5,42.0,19.7,3.8,0.072,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-260,Himalayan Catchment Node 9,2022-05-10,2246.3,29.4,61.4,0.64,2.9,29.5,53.8,8.4,0.074,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-261,Himalayan Catchment Node 10,2022-05-10,1456.0,16.8,196.2,0.71,16.9,29.8,18.1,2.4,0.06,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-262,Himalayan Catchment Node 11,2022-05-10,2992.3,25.9,341.8,0.71,6.7,11.5,19.2,2.6,0.047,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-263,Himalayan Catchment Node 12,2022-05-10,1354.2,33.2,280.4,0.64,3.3,7.1,48.1,5.0,0.048,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-264,Himalayan Catchment Node 1,2022-05-10,2425.5,19.5,357.8,0.58,9.0,32.9,53.3,6.5,0.09,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-265,Himalayan Catchment Node 2,2022-05-10,2597.9,40.2,370.7,0.72,7.3,33.9,36.3,6.1,0.049,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-266,Himalayan Catchment Node 3,2022-05-10,1522.2,34.8,338.6,0.79,9.7,38.0,32.3,4.4,0.092,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-267,Himalayan Catchment Node 4,2022-05-10,2264.8,21.8,345.5,0.68,5.6,25.8,28.0,2.9,0.034,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-268,Himalayan Catchment Node 5,2022-05-10,3324.6,15.2,392.4,0.64,13.1,15.6,41.8,7.6,0.095,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-269,Himalayan Catchment Node 6,2022-05-10,1785.0,25.8,324.2,0.85,0.5,27.2,41.4,7.0,0.021,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-270,Himalayan Catchment Node 7,2022-05-10,2570.1,40.3,113.4,0.58,5.5,24.6,31.7,3.7,0.025,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-271,Himalayan Catchment Node 8,2022-05-10,3175.5,26.3,315.0,0.53,7.1,4.5,15.7,2.6,0.064,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-272,Himalayan Catchment Node 9,2022-05-10,1252.2,19.4,131.8,0.79,17.5,6.1,24.3,4.5,0.093,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-273,Himalayan Catchment Node 10,2022-05-10,1286.7,26.3,67.7,0.7,7.1,1.3,38.3,3.9,0.081,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-274,Himalayan Catchment Node 11,2022-05-10,2494.4,23.3,64.1,0.64,17.5,24.5,26.0,4.4,0.034,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-275,Himalayan Catchment Node 12,2022-05-10,2409.7,39.4,181.2,0.52,7.7,37.5,47.2,5.8,0.03,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-276,Himalayan Catchment Node 1,2022-05-10,1409.8,37.1,375.6,0.66,6.1,39.2,18.3,2.2,0.078,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-277,Himalayan Catchment Node 2,2022-05-10,2172.6,16.4,222.4,0.62,7.1,23.8,21.5,3.4,0.082,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-278,Himalayan Catchment Node 3,2022-05-10,1528.3,35.5,103.9,0.59,6.5,18.4,42.2,4.5,0.013,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-279,Himalayan Catchment Node 4,2022-05-10,1625.6,25.6,294.0,0.72,4.7,39.9,50.8,6.6,0.031,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-280,Himalayan Catchment Node 5,2022-05-10,2679.2,26.1,134.2,0.79,12.1,37.1,30.9,3.6,0.076,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-281,Himalayan Catchment Node 6,2022-05-10,1795.4,24.7,284.9,0.53,17.9,7.0,54.5,10.8,0.081,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-282,Himalayan Catchment Node 7,2022-05-10,3105.4,32.8,252.2,0.6,8.4,27.9,31.4,4.5,0.04,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-283,Himalayan Catchment Node 8,2022-05-10,1643.4,30.2,347.7,0.83,12.4,37.0,37.2,6.6,0.011,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-284,Himalayan Catchment Node 9,2022-05-10,3157.8,37.1,64.0,0.85,5.3,9.5,45.6,5.7,0.088,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-285,Himalayan Catchment Node 10,2022-05-10,3354.1,17.8,94.1,0.74,15.2,14.6,42.1,6.7,0.064,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-286,Himalayan Catchment Node 11,2022-05-10,2143.9,33.4,251.4,0.6,13.8,10.2,42.7,5.3,0.066,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-287,Himalayan Catchment Node 12,2022-05-10,1331.9,35.2,126.5,0.55,10.9,38.2,16.8,2.9,0.041,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-288,Himalayan Catchment Node 1,2022-05-10,1930.3,27.9,375.1,0.66,0.2,3.7,25.3,2.6,0.067,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-289,Himalayan Catchment Node 2,2022-05-10,1584.2,26.5,241.9,0.6,11.9,43.4,17.0,3.2,0.062,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-290,Himalayan Catchment Node 3,2022-05-10,1352.7,30.2,225.1,0.53,10.8,15.3,51.7,7.3,0.023,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-291,Himalayan Catchment Node 4,2022-05-10,2356.0,34.3,152.7,0.74,16.2,35.6,42.1,7.1,0.095,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-292,Himalayan Catchment Node 5,2022-05-10,1798.3,23.0,50.4,0.58,11.9,28.5,38.7,3.9,0.076,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-293,Himalayan Catchment Node 6,2022-05-10,2424.5,23.7,282.8,0.62,2.4,4.2,48.3,9.3,0.068,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-294,Himalayan Catchment Node 7,2022-05-10,2803.7,17.8,190.7,0.77,2.1,0.0,43.5,5.9,0.033,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-295,Himalayan Catchment Node 8,2022-05-10,3072.5,15.3,239.1,0.84,10.2,23.2,18.4,2.9,0.044,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-296,Himalayan Catchment Node 9,2022-05-10,1728.7,31.4,186.1,0.53,5.7,4.3,22.1,4.4,0.05,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-297,Himalayan Catchment Node 10,2022-05-10,3390.3,29.4,355.8,0.7,14.6,14.7,27.2,3.8,0.071,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-298,Himalayan Catchment Node 11,2022-05-10,1493.1,33.4,160.3,0.72,2.3,26.0,42.7,7.3,0.078,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-299,Himalayan Catchment Node 12,2022-05-10,2806.5,38.6,225.0,0.72,3.4,1.2,26.4,3.8,0.066,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-300,Himalayan Catchment Node 1,2022-05-10,1476.2,37.9,118.7,0.84,1.9,21.5,38.4,5.9,0.018,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-301,Himalayan Catchment Node 2,2022-05-10,2488.3,16.5,86.9,0.69,4.2,28.7,47.8,5.0,0.055,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-302,Himalayan Catchment Node 3,2022-05-10,1877.1,33.6,138.3,0.71,16.2,36.4,38.3,6.6,0.043,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-303,Himalayan Catchment Node 4,2022-05-10,1617.9,32.3,213.2,0.75,10.0,16.1,51.5,5.3,0.038,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-304,Himalayan Catchment Node 5,2022-05-10,2744.6,16.5,318.3,0.62,12.2,17.8,45.3,6.6,0.047,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-305,Himalayan Catchment Node 6,2022-05-10,1465.0,40.2,137.8,0.7,17.4,17.0,17.5,2.3,0.056,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-306,Himalayan Catchment Node 7,2022-05-10,3395.0,19.4,280.3,0.66,6.4,18.0,19.6,3.7,0.047,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-307,Himalayan Catchment Node 8,2022-05-10,2172.5,25.5,280.9,0.73,1.1,36.6,52.6,8.7,0.096,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-308,Himalayan Catchment Node 9,2022-05-10,2524.0,19.1,217.1,0.7,7.2,15.2,20.1,2.8,0.025,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-309,Himalayan Catchment Node 10,2022-05-10,1328.8,34.8,123.1,0.69,10.7,39.2,38.1,5.1,0.082,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-310,Himalayan Catchment Node 11,2022-05-10,2444.9,29.6,77.7,0.82,7.1,13.3,20.7,2.4,0.049,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-311,Himalayan Catchment Node 12,2022-05-10,3267.1,31.1,78.2,0.76,10.6,37.3,18.2,2.7,0.067,Normal / Non-Hazardous Baseline,0
